ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE,K_Value
1811378,2026/8/17 11:45,MW2027B07890,B47,NULL,14,NULL,A13323,3.22E+00,4.50E-04,18875,NULL,268,0.0229
1811377,2026/8/17 11:45,MW2037B02213,A47,NULL,7,                    ,A01554,3.23E+00,5.60E-04,18114,NULL,268,-0.02388
1811376,2026/8/17 11:44,MW2027B02352,KGH,NULL,3,NULL,A13323,3.20E+00,4.60E-04,18537,NULL,268,-0.11564
1811375,2026/8/17 11:44,MW2037B12441,O,NULL,1,                    ,NULL,3.23E+00,1.27E-03,18352,NULL,268,-0.009384
1811374,2026/8/17 11:43,MW2027B02352,KGH,NULL,3,NULL,A13323,3.20E+00,4.60E-04,18537,NULL,268,-0.0191
1811373,2026/8/17 11:43,MW2027B04964,CLL,NULL,19,NULL,A13323,3.20E+00,4.94E-03,18445,NULL,268,-0.01328
1811372,2026/8/17 11:43,MW2037B06177,A46,NULL,6,                    ,A01554,3.23E+00,7.90E-04,18171,NULL,268,0.01103
1811371,2026/8/17 11:41,MW2027B04964,CLL,NULL,19,NULL,A13323,3.20E+00,4.94E-03,18445,NULL,268,0.00052
1811370,2026/8/17 11:41,MW2037B06177,A46,NULL,6,                    ,A01554,3.23E+00,7.90E-04,18171,NULL,268,0.02094
1811369,2026/8/17 11:41,MW2027B14234,O,NULL,1,NULL,A13323,0.00E+00,0.00E+00,18812,NULL,268,0.00423
1811368,2026/8/17 11:41,MW2027B05298,B46,NULL,13,                    ,A01697,3.22E+00,5.70E-04,18163,NULL,268,0.00127
1811367,2026/8/17 11:40,MW2027B05298,B46,NULL,13,                    ,A01697,3.22E+00,5.70E-04,18163,NULL,268,0.00569
1811366,2026/8/17 11:39,MW2027B09473,O,NULL,1,NULL,A13323,0.00E+00,0.00E+00,18928,NULL,268,0.00227
1811365,2026/8/17 11:39,MW2027B00819,B47,NULL,14,                    ,A01697,3.22E+00,5.80E-04,18599,NULL,268,0.00193
1811364,2026/8/17 11:37,MW2027B00819,B47,NULL,14,                    ,A01697,3.22E+00,5.80E-04,18599,NULL,268,0.00173
1811363,2026/8/17 11:36,MW2027B14317,O,NULL,1,NULL,A13323,0.00E+00,0.00E+00,18902,NULL,268,0.00186
1811362,2026/8/17 11:36,MW2027B02899,B47,NULL,14,                    ,A01697,3.22E+00,5.60E-04,18136,NULL,268,0.0031
1811361,2026/8/17 11:35,MW2027B02899,B47,NULL,14,                    ,A01697,3.22E+00,5.60E-04,18136,NULL,268,0.00666
1811360,2026/8/17 11:35,MW2027B03016,B47,NULL,14,                    ,A01697,3.22E+00,5.80E-04,18309,NULL,268,-0.12585
1811359,2026/8/17 11:34,MW2027B00862,B47,NULL,14,                    ,A01697,3.22E+00,5.60E-04,18610,NULL,268,-0.02183
1811358,2026/8/17 11:34,MW2027B00861,B47,NULL,14,                    ,A01697,3.22E+00,5.70E-04,18394,NULL,268,-0.02629
1811357,2026/8/17 11:34,MW2027B00768,B47,NULL,14,                    ,A01697,3.22E+00,5.70E-04,18406,NULL,268,-0.03005
1811356,2026/8/17 11:33,MW2027B00855,B47,NULL,14,                    ,A01697,3.22E+00,5.80E-04,18385,NULL,268,-0.02518
1811355,2026/8/17 11:33,MW2027B00760,B47,NULL,14,                    ,A01697,3.21E+00,5.60E-04,18266,NULL,268,-0.04732
1811354,2026/8/17 11:32,MW2027B04088,B47,NULL,14,                    ,A01697,3.21E+00,5.60E-04,18312,NULL,268,-0.04009
1811353,2026/8/17 11:32,MW2027B03859,B48,NULL,15,                    ,A01697,3.22E+00,5.60E-04,18085,NULL,268,-0.04431
1811352,2026/8/17 11:32,MW2027B04298,B48,NULL,15,                    ,A01697,3.22E+00,5.70E-04,18293,NULL,268,-0.03069
1811351,2026/8/17 11:31,MW2035B00357,KGH,NULL,3,                    ,A19339,3.21E+00,1.05E-03,18538,NULL,268,-0.04731
1811350,2026/8/17 11:31,MW2037B00753,AC20,NULL,10,                    ,A19339,3.23E+00,9.50E-04,18262,NULL,268,-0.03646
1811349,2026/8/17 11:30,MW2037B04023,AC20,NULL,10,                    ,A19339,3.23E+00,1.69E-03,18031,NULL,268,0.03081
1811348,2026/8/17 11:30,MW2037B01810,AC20,NULL,10,                    ,A19339,3.23E+00,1.25E-03,18140,NULL,268,-0.05386
1811347,2026/8/17 11:29,MW2037B01017,AC20,NULL,10,                    ,A19339,3.22E+00,1.07E-03,18247,NULL,268,-0.04244
1811346,2026/8/17 11:29,MW2037B10985,AC20,NULL,10,                    ,A19339,3.22E+00,9.90E-04,18140,NULL,268,0.00789
1811345,2026/8/17 11:29,MW2037B11130,C46,NULL,23,                    ,A19339,3.22E+00,8.00E-04,18069,NULL,268,0.00926
1811344,2026/8/17 11:28,MW2037B11186,AC20,NULL,10,                    ,A19339,3.22E+00,1.00E-03,18243,NULL,268,0.0116
1811343,2026/8/17 11:28,MW2037B12753,AC20,NULL,10,                    ,A19339,3.23E+00,9.50E-04,18167,NULL,268,-0.02948
1811342,2026/8/17 11:27,MW2037B12758,AC20,NULL,10,                    ,A19339,3.23E+00,1.12E-03,18157,NULL,268,0.03085
1811341,2026/8/17 11:27,MW2037B03573,CLL,NULL,19,                    ,A19339,3.23E+00,1.39E-03,18163,NULL,268,-0.00407
1811340,2026/8/17 11:27,MW2037B08848,D47,NULL,30,                    ,A19339,3.23E+00,6.60E-04,18190,NULL,268,0.00492
1811339,2026/8/17 11:26,MW2025B04329,C47,NULL,24,                    ,A04157,3.20E+00,6.30E-04,18095,NULL,268,-0.10059
1811338,2026/8/17 11:26,MW2025B04308,C49,NULL,26,                    ,A04157,3.20E+00,6.50E-04,18214,NULL,268,-0.01864
1811337,2026/8/17 11:25,MW2025B04311,B49,NULL,16,                    ,A04157,3.21E+00,6.30E-04,18063,NULL,268,-0.00118
1811336,2026/8/17 11:25,MW2025B04309,B49,NULL,16,                    ,A04157,3.22E+00,6.30E-04,18104,NULL,268,0.04049
1811335,2026/8/17 11:25,MW2025B04416,B47,NULL,14,                    ,A04157,3.23E+00,6.40E-04,18348,NULL,268,-0.03278
1811334,2026/8/17 11:24,MW2025B00677,A49,NULL,9,                    ,A04157,3.20E+00,6.50E-04,18314,NULL,268,0.03867
1811333,2026/8/17 11:24,MW2025B00325,D49,NULL,32,                    ,A04157,3.22E+00,6.60E-04,18378,NULL,268,0.02104
1811332,2026/8/17 11:23,MW2025B00280,CHH,NULL,20,                    ,A04157,3.21E+00,6.60E-04,18368,NULL,268,-0.00319
1811331,2026/8/17 11:23,MW2025B00279,CHH,NULL,20,                    ,A04157,3.22E+00,6.60E-04,18373,NULL,268,0.02785
1811330,2026/8/17 11:23,MW2025B00278,KGH,NULL,3,                    ,A04157,3.21E+00,6.70E-04,18415,NULL,268,0.00644
1811329,2026/8/17 11:20,MW2027B01416,A47,NULL,7,NULL,A13323,3.22E+00,5.00E-04,18693,NULL,268,0.02526
1811328,2026/8/17 11:20,MW2025B00277,CHH,NULL,20,                    ,A04157,3.22E+00,6.90E-04,18377,NULL,268,0.028
1811327,2026/8/17 11:19,MW2027B05591,D46,NULL,29,NULL,A13323,3.22E+00,4.80E-04,18503,NULL,268,0.01205
1811326,2026/8/17 11:19,MW2025B00276,CHH,NULL,20,                    ,A04157,3.21E+00,6.70E-04,18378,NULL,268,-0.07035
1811325,2026/8/17 11:19,MW2027B05743,D47,NULL,30,NULL,A13323,3.22E+00,4.90E-04,18650,NULL,268,0.00272
1811324,2026/8/17 11:19,MW2027B07802,B49,NULL,16,                    ,A23116,3.21E+00,5.80E-04,18573,NULL,268,-0.07509
1811323,2026/8/17 11:18,MW2027B05737,A47,NULL,7,NULL,A13323,3.20E+00,5.00E-04,18573,NULL,268,0.00388
1811322,2026/8/17 11:18,MW2027B10572,B49,NULL,16,                    ,A23116,3.21E+00,5.50E-04,18613,NULL,268,-0.07523
1811321,2026/8/17 11:18,MW2027B02549,B49,NULL,16,NULL,A14484,3.22E+00,4.70E-04,19269,NULL,268,0.00082
1811320,2026/8/17 11:18,MW2027B10867,B49,NULL,16,                    ,A23116,3.21E+00,5.50E-04,18341,NULL,268,-0.06781
1811319,2026/8/17 11:18,MW2027B10869,B49,NULL,16,                    ,A23116,3.22E+00,5.50E-04,18337,NULL,268,0.00553
1811318,2026/8/17 11:17,MW2027B06146,B49,NULL,16,NULL,A14484,3.22E+00,4.60E-04,18977,NULL,268,-0.08404
1811317,2026/8/17 11:17,MW2027B00864,KEF,NULL,2,                    ,A23116,3.19E+00,5.90E-04,18457,NULL,268,0.00154
1811316,2026/8/17 11:17,MW2027B05878,B49,NULL,16,NULL,A14484,3.22E+00,4.80E-04,18741,NULL,268,-0.07937
1811315,2026/8/17 11:17,MW2027B00796,KEF,NULL,2,                    ,A23116,3.19E+00,5.90E-04,18395,NULL,268,0.00512
1811314,2026/8/17 11:17,MW2027B02657,B49,NULL,16,NULL,A14484,3.22E+00,4.70E-04,19300,NULL,268,-0.07742
1811313,2026/8/17 11:16,MW2027B02494,KEF,NULL,2,                    ,A23116,3.21E+00,5.90E-04,18053,NULL,268,-0.08272
1811312,2026/8/17 11:16,MW2027B02026,B48,NULL,15,NULL,A14484,3.22E+00,4.50E-04,18799,NULL,268,0.00884
1811311,2026/8/17 11:16,MW2027B00863,KEF,NULL,2,                    ,A23116,3.20E+00,5.60E-04,18330,NULL,268,-0.00334
1811310,2026/8/17 11:16,MW2027B02032,B48,NULL,15,NULL,A14484,3.22E+00,4.80E-04,18872,NULL,268,0.00034
1811309,2026/8/17 11:16,MW2027B02359,KEF,NULL,2,                    ,A23116,3.20E+00,5.60E-04,17939,NULL,268,-0.01429
1811308,2026/8/17 11:15,MW2027B02029,B48,NULL,15,NULL,A14484,3.22E+00,4.80E-04,18758,NULL,268,0.0086
1811307,2026/8/17 11:15,MW2027B02493,KEF,NULL,2,                    ,A23116,3.20E+00,5.40E-04,18056,NULL,268,0.00907
1811306,2026/8/17 11:15,MW2027B07167,B48,NULL,15,NULL,A14484,3.22E+00,4.70E-04,18972,NULL,268,0.00217
1811305,2026/8/17 11:15,MW2027B02334,KEF,NULL,2,                    ,A23116,3.20E+00,5.70E-04,18074,NULL,268,0.00804
1811304,2026/8/17 11:14,MW2027B03843,KEF,NULL,2,                    ,A23116,3.19E+00,5.50E-04,18355,NULL,268,-0.00631
1811303,2026/8/17 11:14,MW2027B07169,B48,NULL,15,NULL,A14484,3.22E+00,4.70E-04,18902,NULL,268,0.02269
1811302,2026/8/17 11:14,MW2027B06807,A49,NULL,9,                    ,A16339,3.22E+00,5.80E-04,18331,NULL,268,-0.00238
1811301,2026/8/17 11:14,MW2027B02250,B48,NULL,15,NULL,A14484,3.22E+00,4.70E-04,18824,NULL,268,0.01571
1811300,2026/8/17 11:13,MW2027B02645,A49,NULL,9,                    ,A16339,3.22E+00,5.70E-04,18546,NULL,268,-0.12987
1811299,2026/8/17 11:13,MW2027B02247,B48,NULL,15,NULL,A14484,3.22E+00,4.50E-04,18720,NULL,268,0.13769
1811298,2026/8/17 11:13,MW2027B03597,B44,NULL,11,                    ,A16339,3.22E+00,5.70E-04,18150,NULL,268,-0.00752
1811297,2026/8/17 11:13,MW2027B03789,B48,NULL,15,NULL,A14484,3.22E+00,4.80E-04,18866,NULL,268,0.01798
1811296,2026/8/17 11:13,MW2027B04704,B44,NULL,11,                    ,A16339,3.22E+00,5.70E-04,18109,NULL,268,-0.02281
1811295,2026/8/17 11:12,MW2025B04581,CHH,NULL,20,NULL,A17286,3.23E+00,5.50E-04,18350,NULL,268,0.00799
1811294,2026/8/17 11:12,MW2027B04706,B44,NULL,11,                    ,A16339,3.22E+00,5.80E-04,18019,NULL,268,0.01595
1811293,2026/8/17 11:12,MW2025B04580,CHH,NULL,20,NULL,A17286,3.23E+00,5.60E-04,18331,NULL,268,-0.0181
1811292,2026/8/17 11:12,MW2027B04707,B44,NULL,11,                    ,A16339,3.22E+00,5.90E-04,18216,NULL,268,0.00707
1811291,2026/8/17 11:11,MW2025B04578,KGH,NULL,3,NULL,A17286,3.20E+00,5.50E-04,18690,NULL,268,-0.00059
1811290,2026/8/17 11:11,MW2026B01308,KGH,NULL,3,                    ,A16339,3.22E+00,6.00E-04,18579,NULL,268,0.00711
1811289,2026/8/17 11:11,MW2025B04613,A48,NULL,8,NULL,A17286,3.22E+00,5.20E-04,18675,NULL,268,-0.20477
1811288,2026/8/17 11:11,MW2027B06131,B44,NULL,11,                    ,A16339,3.23E+00,5.90E-04,18156,NULL,268,-0.05582
1811287,2026/8/17 11:11,MW2025B04612,A49,NULL,9,NULL,A17286,3.20E+00,5.30E-04,18632,NULL,268,0.01337
1811286,2026/8/17 11:11,MW2027B07062,B44,NULL,11,                    ,A16339,3.22E+00,5.50E-04,18160,NULL,268,-0.03338
1811285,2026/8/17 11:10,MW2027B05018,B44,NULL,11,                    ,A16339,3.23E+00,5.70E-04,18200,NULL,268,0.01909
1811284,2026/8/17 11:10,MW2025B04611,A49,NULL,9,NULL,A17286,3.20E+00,5.30E-04,18716,NULL,268,-0.0459
1811283,2026/8/17 11:10,MW2027B05017,B44,NULL,11,                    ,A16339,3.23E+00,5.70E-04,18094,NULL,268,-0.15662
1811282,2026/8/17 11:10,MW2025B04607,A48,NULL,8,NULL,A17286,3.22E+00,5.30E-04,18875,NULL,268,0.03988
1811281,2026/8/17 11:09,MW2027B05314,B44,NULL,11,                    ,A16339,3.22E+00,5.80E-04,18106,NULL,268,0.03385
1811280,2026/8/17 11:09,MW2025B04568,KGH,NULL,3,NULL,A17286,2.91E+00,5.30E-04,18742,NULL,268,0.04698
1811279,2026/8/17 11:09,MW2027B07579,C49,NULL,26,                    ,A02165,3.20E+00,5.80E-04,18612,NULL,268,0.04188
1811278,2026/8/17 11:09,MW2025B00241,B49,NULL,16,NULL,A17286,3.21E+00,5.70E-04,18719,NULL,268,0.03156
1811277,2026/8/17 11:09,MW2027B06966,C49,NULL,26,                    ,A02165,3.22E+00,5.70E-04,18788,NULL,268,0.03056
1811276,2026/8/17 11:08,MW2025B00260,B48,NULL,15,NULL,A17286,3.22E+00,5.50E-04,18847,NULL,268,0.0593
1811275,2026/8/17 11:08,MW2027B06860,C49,NULL,26,                    ,A02165,3.21E+00,5.90E-04,18287,NULL,268,-0.00747
1811274,2026/8/17 11:08,MW2025B04559,O,NULL,1,NULL,A17286,0.00E+00,0.00E+00,18733,NULL,268,0.03709
1811273,2026/8/17 11:08,MW2027B10431,D44,NULL,27,                    ,A02165,3.22E+00,5.40E-04,18154,NULL,268,-0.01054
1811272,2026/8/17 11:08,MW2027B10431,D44,NULL,27,                    ,A02165,3.22E+00,5.40E-04,18154,NULL,268,0.03383
1811271,2026/8/17 11:07,MW2027B05872,D44,NULL,27,                    ,A02165,3.23E+00,6.00E-04,18091,NULL,268,-0.01299
1811270,2026/8/17 11:07,MW2027B14624,D45,NULL,28,                    ,A02165,3.21E+00,5.70E-04,18423,NULL,268,0.00933
1811269,2026/8/17 11:06,MW2027B14813,D45,NULL,28,                    ,A02165,3.22E+00,5.90E-04,18419,NULL,268,-0.0303
1811268,2026/8/17 11:06,MW2027B08707,D46,NULL,29,                    ,A02165,3.22E+00,5.50E-04,18294,NULL,268,0.00343
1811267,2026/8/17 11:06,MW2027B04718,D46,NULL,29,                    ,A02165,3.22E+00,5.90E-04,18216,NULL,268,0.02541
1811266,2026/8/17 11:05,MW2027B10595,D46,NULL,29,                    ,A02165,3.22E+00,5.50E-04,18408,NULL,268,0.00859
1811265,2026/8/17 11:05,MW2025B04582,CHH,NULL,20,NULL,A17286,3.23E+00,5.30E-04,18404,NULL,268,0.00473
1811264,2026/8/17 11:05,MW2027B13194,D46,NULL,29,                    ,A02165,3.22E+00,5.50E-04,18314,NULL,268,0.01066
1811263,2026/8/17 11:05,MW2025B00651,A49,NULL,9,NULL,A15140,3.22E+00,5.70E-04,18763,NULL,268,0.00135
1811262,2026/8/17 11:04,MW2027B13152,D46,NULL,29,                    ,A02165,3.22E+00,5.50E-04,18623,NULL,268,0.00066
1811261,2026/8/17 11:04,MW2025B04691,A48,NULL,8,NULL,A15140,3.22E+00,5.20E-04,18991,NULL,268,0.00205
1811260,2026/8/17 11:04,MW2027B05269,B45,NULL,12,                    ,A23125,3.22E+00,5.80E-04,18017,NULL,268,0.00161
1811259,2026/8/17 11:04,MW2025B04690,C48,NULL,25,NULL,A15140,3.21E+00,5.10E-04,18896,NULL,268,0.00806
1811258,2026/8/17 11:04,MW2027B05925,B45,NULL,12,                    ,A23125,3.22E+00,5.80E-04,18175,NULL,268,0.00991
1811257,2026/8/17 11:03,MW2027B05099,B45,NULL,12,                    ,A23125,3.22E+00,5.90E-04,18273,NULL,268,-0.27427
1811256,2026/8/17 11:03,MW2027B03102,B46,NULL,13,                    ,A23125,3.22E+00,5.70E-04,18353,NULL,268,-0.2444
1811255,2026/8/17 11:03,MW2027B03080,B46,NULL,13,                    ,A23125,3.22E+00,5.50E-04,17940,NULL,268,-0.04793
1811254,2026/8/17 11:02,MW2027B03112,B46,NULL,13,                    ,A23125,3.22E+00,5.60E-04,18346,NULL,268,-0.01389
1811253,2026/8/17 11:02,MW2027B05200,B46,NULL,13,                    ,A23125,3.22E+00,5.90E-04,18089,NULL,268,-0.0138
1811252,2026/8/17 11:01,MW2027B03788,B46,NULL,13,                    ,A23125,3.22E+00,5.60E-04,18474,NULL,268,-0.01593
1811251,2026/8/17 11:01,MW2027B06994,B46,NULL,13,                    ,A23125,3.22E+00,5.70E-04,18184,NULL,268,-0.03337
1811250,2026/8/17 11:00,MW2027B07115,B46,NULL,13,                    ,A23125,3.22E+00,5.90E-04,18402,NULL,268,-0.01292
1811249,2026/8/17 11:00,MW2027B05168,B46,NULL,13,                    ,A23125,3.22E+00,5.90E-04,18010,NULL,268,-0.00048
1811248,2026/8/17 11:00,MW2027B05299,B46,NULL,13,                    ,A23125,3.22E+00,5.70E-04,18243,NULL,268,-0.0782
1811247,2026/8/17 10:59,MW2025B04471,KGH,NULL,3,                    ,A12260,3.14E+00,6.20E-04,17979,NULL,268,-0.06846
1811246,2026/8/17 10:59,MW2025B04470,KGH,NULL,3,                    ,A12260,3.08E+00,6.40E-04,18095,NULL,268,0.02482
1811245,2026/8/17 10:58,MW2025B04469,CHH,NULL,20,                    ,A12260,3.20E+00,6.30E-04,18077,NULL,268,-0.01178
1811244,2026/8/17 10:58,MW2025B02737,A48,NULL,8,                    ,A12260,3.22E+00,6.20E-04,18399,NULL,268,-0.02649
1811243,2026/8/17 10:57,MW2025B02735,A48,NULL,8,                    ,A12260,3.22E+00,6.30E-04,18350,NULL,268,0.06307
1811242,2026/8/17 10:57,MW2025B02733,A48,NULL,8,                    ,A12260,3.22E+00,6.10E-04,18308,NULL,268,-0.0664
1811241,2026/8/17 10:57,MW2025B04723,C48,NULL,25,                    ,A12260,3.21E+00,6.50E-04,18484,NULL,268,-0.04965
1811240,2026/8/17 10:56,MW2025B04724,A48,NULL,8,                    ,A12260,3.21E+00,6.50E-04,18289,NULL,268,-0.01463
1811239,2026/8/17 10:56,MW2025B03369,A48,NULL,8,                    ,A12260,3.22E+00,6.30E-04,18178,NULL,268,-0.01612
1811238,2026/8/17 10:55,MW2025B03370,KEF,NULL,2,                    ,A12260,3.20E+00,6.40E-04,18268,NULL,268,-0.01755
1811237,2026/8/17 10:55,MW2025B03368,KEF,NULL,2,                    ,A12260,3.20E+00,6.30E-04,18234,NULL,268,-0.02602
1811236,2026/8/17 10:55,MW2025B00261,B48,NULL,15,                    ,A12260,3.22E+00,6.60E-04,18253,NULL,268,-0.01706
1811235,2026/8/17 10:54,MW2027B08482,A46,NULL,6,                    ,A00023,3.22E+00,5.70E-04,18235,NULL,268,0.01297
1811234,2026/8/17 10:54,MW2027B08484,A46,NULL,6,                    ,A00023,3.21E+00,5.80E-04,18204,NULL,268,-0.04903
1811233,2026/8/17 10:53,MW2027B13650,KEF,NULL,2,                    ,A00023,3.21E+00,5.80E-04,18151,NULL,268,-0.03774
1811232,2026/8/17 10:53,MW2033B01806,KEF,NULL,2,                    ,A00023,3.23E+00,8.50E-04,18127,NULL,268,-0.00458
1811231,2026/8/17 10:53,MW2033B01805,AC20,NULL,10,                    ,A00023,3.22E+00,1.03E-03,18050,NULL,268,-0.01875
1811230,2026/8/17 10:52,MW2021B00095,AC20,NULL,10,                    ,A00023,3.23E+00,9.00E-04,18276,NULL,268,-0.01915
1811229,2026/8/17 10:52,MW2021B00093,AC20,NULL,10,                    ,A00023,3.23E+00,8.60E-04,18122,NULL,268,-0.01917
1811228,2026/8/17 10:51,MW2021B00524,A44,NULL,4,                    ,A00023,3.23E+00,7.70E-04,18445,NULL,268,-0.02586
1811227,2026/8/17 10:50,MW2021B00834,AC20,NULL,10,                    ,A00023,3.23E+00,8.90E-04,18227,NULL,268,-0.01744
1811226,2026/8/17 10:49,MW2021B00964,A47,NULL,7,                    ,A00023,3.23E+00,7.20E-04,18198,NULL,268,-0.0192
1811225,2026/8/17 10:49,MW2025B04476,B49,NULL,16,NULL,A15140,3.22E+00,4.90E-04,18507,NULL,268,0.02575
1811224,2026/8/17 10:49,MW2021B00714,AC20,NULL,10,                    ,A00023,3.23E+00,8.10E-04,18119,NULL,268,-0.02156
1811223,2026/8/17 10:49,MW2036B03840,AC20,NULL,10,                    ,A00023,3.23E+00,1.22E-03,18443,NULL,268,-0.01652
1811222,2026/8/17 10:48,MW2025B03804,A46,NULL,6,NULL,A15140,3.22E+00,5.60E-04,18852,NULL,268,-0.01872
1811221,2026/8/17 10:48,MW2025B02293,CHH,NULL,20,                    ,A22169,3.21E+00,6.30E-04,18235,NULL,268,-0.02393
1811220,2026/8/17 10:48,MW2025B03228,A46,NULL,6,NULL,A15140,3.23E+00,5.40E-04,18906,NULL,268,-0.01243
1811219,2026/8/17 10:48,MW2025B02374,A47,NULL,7,                    ,A22169,3.22E+00,6.30E-04,18344,NULL,268,-0.02852
1811218,2026/8/17 10:48,MW2025B03192,A46,NULL,6,NULL,A15140,3.22E+00,5.20E-04,18885,NULL,268,0.00783
1811217,2026/8/17 10:47,MW2025B02292,CHH,NULL,20,                    ,A22169,3.22E+00,6.60E-04,18264,NULL,268,-0.0267
1811216,2026/8/17 10:47,MW2025B02373,A46,NULL,6,NULL,A15140,3.22E+00,5.30E-04,18691,NULL,268,-0.05815
1811215,2026/8/17 10:47,MW2025B02376,B47,NULL,14,                    ,A22169,3.22E+00,6.30E-04,18339,NULL,268,-0.01758
1811214,2026/8/17 10:47,MW2025B02372,A46,NULL,6,NULL,A15140,3.22E+00,5.30E-04,18872,NULL,268,-0.02324
1811213,2026/8/17 10:46,MW2020B00101,A47,NULL,7,                    ,A22169,3.23E+00,6.40E-04,18188,NULL,268,-0.03185
1811212,2026/8/17 10:46,MW2025B02291,A49,NULL,9,NULL,A15140,3.22E+00,5.60E-04,19020,NULL,268,-0.01436
1811211,2026/8/17 10:46,MW2020B00176,A47,NULL,7,                    ,A22169,3.22E+00,7.70E-04,18244,NULL,268,-0.02441
1811210,2026/8/17 10:46,MW2025B02732,A49,NULL,9,NULL,A15140,3.22E+00,5.10E-04,18849,NULL,268,-0.02218
1811209,2026/8/17 10:46,MW2020B00177,A47,NULL,7,                    ,A22169,3.22E+00,7.70E-04,18296,NULL,268,-0.02165
1811208,2026/8/17 10:45,MW2025B00353,O,NULL,1,NULL,A15140,0.00E+00,0.00E+00,18755,NULL,268,0.00428
1811207,2026/8/17 10:45,MW2017B02971,O,NULL,1,                    ,A22169,6.00E-04,0.00E+00,16944,NULL,268,0.03014
1811206,2026/8/17 10:43,MW2025B03151,A46,NULL,6,NULL,A21511,3.22E+00,5.30E-04,18952,NULL,268,0.04883
1811205,2026/8/17 10:43,MW2025B03152,O,NULL,1,NULL,A21511,0.00E+00,0.00E+00,18904,NULL,268,0.03049
1811204,2026/8/17 10:43,MW2017B06854,O,NULL,1,                    ,A22169,0.00E+00,0.00E+00,17026,NULL,268,0.02283
1811203,2026/8/17 10:41,MW2025B03153,C44,NULL,21,NULL,A21511,3.22E+00,5.30E-04,18807,NULL,268,0.02751
1811202,2026/8/17 10:41,MW2025B02918,A45,NULL,5,NULL,A21511,3.23E+00,5.10E-04,18821,NULL,268,0.00433
1811201,2026/8/17 10:39,MW2025B02917,A45,NULL,5,NULL,A21511,3.23E+00,5.20E-04,18912,NULL,268,0.01673
1811200,2026/8/17 10:39,MW2025B02916,C45,NULL,22,NULL,A21511,3.23E+00,5.20E-04,18851,NULL,268,-0.09101
1811199,2026/8/17 10:38,MW2017B07665,O,NULL,1,                    ,A22169,1.20E-03,0.00E+00,16619,NULL,268,0.03876
1811198,2026/8/17 10:38,MW2025B02281,A45,NULL,5,NULL,A21511,3.23E+00,5.10E-04,18860,NULL,268,-0.05009
1811197,2026/8/17 10:38,MW2025B02281,A45,NULL,5,NULL,A21511,3.23E+00,5.10E-04,18860,NULL,268,-0.0059
1811196,2026/8/17 10:36,MW2025B02273,A45,NULL,5,NULL,A21511,3.22E+00,5.30E-04,18808,NULL,268,-0.04629
1811195,2026/8/17 10:35,MW2025B03154,O,NULL,1,NULL,A21511,3.23E+00,0.00E+00,18835,NULL,268,-0.02407
1811194,2026/8/17 10:35,MW2017B07803,O,NULL,1,                    ,A22169,4.08E-01,0.00E+00,16655,NULL,268,-0.10706
1811193,2026/8/17 10:33,MW2025B03156,A45,NULL,5,NULL,A21511,3.23E+00,5.20E-04,18890,NULL,268,-0.10002
1811192,2026/8/17 10:33,MW2025B00218,O,NULL,1,NULL,A21511,0.00E+00,0.00E+00,19131,NULL,268,-0.0196
1811191,2026/8/17 10:33,MW2017B07910,O,NULL,1,                    ,A22169,1.00E-04,0.00E+00,16698,NULL,268,0.00678
1811190,2026/8/17 10:31,MW2027B11037,D48,NULL,31,                    ,A10547,3.21E+00,5.50E-04,18305,NULL,268,0.00562
1811189,2026/8/17 10:31,MW2027B11036,D48,NULL,31,                    ,A10547,3.21E+00,5.50E-04,18337,NULL,268,0.00227
1811188,2026/8/17 10:31,MW2027B13914,D47,NULL,30,                    ,A10547,3.22E+00,5.70E-04,18176,NULL,268,-0.02067
1811187,2026/8/17 10:30,MW2027B13683,B47,NULL,14,                    ,A10547,3.22E+00,5.70E-04,18168,NULL,268,-0.00267
1811186,2026/8/17 10:30,MW2027B13758,B48,NULL,15,                    ,A10547,3.22E+00,5.50E-04,18265,NULL,268,-0.0173
1811185,2026/8/17 10:29,MW2027B13852,B47,NULL,14,                    ,A10547,3.22E+00,5.70E-04,18223,NULL,268,-0.02176
1811184,2026/8/17 10:29,MW2027B13868,B47,NULL,14,                    ,A10547,3.22E+00,5.60E-04,18164,NULL,268,-0.02888
1811183,2026/8/17 10:28,MW2027B13846,KEF,NULL,2,                    ,A10547,3.20E+00,5.60E-04,18181,NULL,268,-0.02988
1811182,2026/8/17 10:28,MW2027B11136,D47,NULL,30,                    ,A10547,3.21E+00,5.50E-04,18373,NULL,268,-0.02218
1811181,2026/8/17 10:28,MW2027B08837,C46,NULL,23,                    ,A10547,3.21E+00,5.60E-04,18251,NULL,268,-0.02137
1811180,2026/8/17 10:27,MW2027B06042,CHH,NULL,20,                    ,A10547,3.23E+00,5.90E-04,18321,NULL,268,-0.02675
1811179,2026/8/17 10:27,MW2027B13919,O,NULL,1,                    ,A10547,3.21E+00,5.60E-04,18141,NULL,268,-0.04945
1811178,2026/8/17 10:26,MW2025B02295,CHH,NULL,20,                    ,A10848,3.22E+00,6.40E-04,18412,NULL,268,-0.03845
